calendar_consistent,case_id,cleaned_output,delta_seconds,error,error_subtype,error_type,estimated_cost_usd,extraction_clean,format,format_compliance,gold_choice,gold_formatted,input_tokens,latency_ms,model,model_cell,options,output_tokens,parse_mode,provider_model,raw_output,reasoning_mode,reasoning_tokens,selected_choice,selected_option_content,semantic_correct,syntactic_valid,task_id,task_type,timestamp,warnings
,mc_007__natural_language,A,,,,,0.000831,True,natural_language,1.0,A,"Sunday, March 6, 2022 at 9:40 AM GMT",257,4227,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Sunday, March 6, 2022 at 9:40 AM GMT"", ""B"": ""Monday, March 6, 2022 at 9:40 AM GMT"", ""C"": ""Monday, March 7, 2022 at 9:40 AM GMT"", ""D"": ""Sunday, March 6, 2022 at 9:40 PM GMT""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,"Sunday, March 6, 2022 at 9:40 AM GMT",True,True,mc_007,multiple_choice_validation,2026-03-14T07:54:27.350858Z,
,temporal_arith_002__iso_8601,2025-11-02T03:30:00-05:00,0.0,,,,0.000792,True,iso_8601,1.0,,2025-11-02T03:30:00-05:00,164,4100,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-11-02T03:30:00-05:00,non_reasoning,0,,,True,True,temporal_arith_002,temporal_arithmetic,2026-03-14T07:54:28.572810Z,
True,format_conv_005__rfc_2822,"Mon, 07 Dec 2026 09:55:00 +0000",0.0,,,,0.000795,True,rfc_2822,1.0,,"Mon, 07 Dec 2026 09:55:00 +0000",155,4650,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Mon, 07 Dec 2026 09:55:00 +0000",non_reasoning,0,,,True,True,format_conv_005,format_conversion,2026-03-14T07:54:29.786720Z,
True,direct_gen_011__rfc_2822,"Mon, 25 Jan 2021 16:05:00 -0500",0.0,,,,0.000801,True,rfc_2822,1.0,,"Mon, 25 Jan 2021 16:05:00 -0500",157,4124,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Mon, 25 Jan 2021 16:05:00 -0500",non_reasoning,0,,,True,True,direct_gen_011,direct_generation,2026-03-14T07:54:30.677214Z,
True,direct_gen_008__natural_language,"Wednesday, July 15, 2026 at 9:50 AM JST",0.0,,,,0.000783,True,natural_language,1.0,,"Wednesday, July 15, 2026 at 9:50 AM JST",151,5164,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Wednesday, July 15, 2026 at 9:50 AM JST",non_reasoning,0,,,True,True,direct_gen_008,direct_generation,2026-03-14T07:54:32.515884Z,
,multi_hop_001__iso_8601,2028-10-08T10:00:00+00:00,0.0,,,,0.002277,False,iso_8601,1.0,,2028-10-08T10:00:00+00:00,174,6012,anthropic/claude-sonnet-4.6,med_non_reasoning,{},117,strict,anthropic/claude-4.6-sonnet-20260217,"The second Thursday of October 2028:
- October 1, 2028 is a Sunday
- First Thursday: October 5, 2028
- Second Thursday: October 12, 2028

Alice's meeting: 2028-10-12T10:00:00+00:00

96 hours before = 4 days before = 2028-10-08T10:00:00+00:00

2028-10-08T10:00:00+00:00",non_reasoning,0,,,True,True,multi_hop_001,multi_hop_reasoning,2026-03-14T07:54:32.602446Z,
True,multi_hop_018__natural_language,"Friday, October 08, 2027 at 9:00 AM UTC",0.0,,,,0.001446,False,natural_language,0.9736842105263158,,"Friday, October 8, 2027 at 9:00 AM UTC",187,5481,anthropic/claude-sonnet-4.6,med_non_reasoning,{},59,strict,anthropic/claude-4.6-sonnet-20260217,"June 17, 2027 + 120 days = October 15, 2027. Minus 7 days = October 8, 2027.

Friday, October 08, 2027 at 9:00 AM UTC",non_reasoning,0,,,True,True,multi_hop_018,multi_hop_reasoning,2026-03-14T07:54:34.055401Z,
False,temporal_arith_006__natural_language,"Thursday, January 2, 2025 at 12:50 PM EST",86400.0,,,day_of_week_error,0.000804,True,natural_language,0.8717948717948718,,"Friday, January 3, 2025 at 12:50 PM EST",163,4501,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Thursday, January 2, 2025 at 12:50 PM EST",non_reasoning,0,,,False,True,temporal_arith_006,temporal_arithmetic,2026-03-14T07:54:34.289082Z,
False,temporal_arith_010__natural_language,"Tuesday, January 27, 2021 at 3:30 AM EST",0.0,,,,0.000804,True,natural_language,0.9047619047619048,,"Wednesday, January 27, 2021 at 3:30 AM EST",163,5774,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Tuesday, January 27, 2021 at 3:30 AM EST",non_reasoning,0,,,True,True,temporal_arith_010,temporal_arithmetic,2026-03-14T07:54:36.452643Z,
True,direct_gen_013__rfc_2822,"Tue, 02 Apr 2024 12:30:00 -0700",0.0,,,,0.000816,True,rfc_2822,1.0,,"Tue, 02 Apr 2024 12:30:00 -0700",157,4382,anthropic/claude-sonnet-4.6,med_non_reasoning,{},23,strict,anthropic/claude-4.6-sonnet-20260217,"Tue, 02 Apr 2024 12:30:00 -0700",non_reasoning,0,,,True,True,direct_gen_013,direct_generation,2026-03-14T07:54:36.898887Z,
True,direct_gen_002__natural_language,"Saturday, June 24, 2028 at 1:55 PM AEST",0.0,,,,0.000798,True,natural_language,1.0,,"Saturday, June 24, 2028 at 1:55 PM AEST",151,4875,anthropic/claude-sonnet-4.6,med_non_reasoning,{},23,strict,anthropic/claude-4.6-sonnet-20260217,"Saturday, June 24, 2028 at 1:55 PM AEST",non_reasoning,0,,,True,True,direct_gen_002,direct_generation,2026-03-14T07:54:37.479022Z,
,mc_019__rfc_2822,D,,,,,0.00087,True,rfc_2822,1.0,D,"Sat, 04 Apr 2026 08:55:00 -0700",270,4602,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Sat, 04 04 2026 08:55:00 -0700"", ""B"": ""Sun, 04 Apr 2026 08:55:00 -0700"", ""C"": ""Sun, 05 Apr 2026 08:55:00 -0700"", ""D"": ""Sat, 04 Apr 2026 08:55:00 -0700""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,D,non_reasoning,0,D,"Sat, 04 Apr 2026 08:55:00 -0700",True,True,mc_019,multiple_choice_validation,2026-03-14T07:54:38.658864Z,
,mc_019__iso_8601,A,,,,,0.000831,True,iso_8601,1.0,A,2026-04-04T08:55:00-07:00,257,5194,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2026-04-04T08:55:00-07:00"", ""B"": ""2026-04-04T08:55:00+07:00"", ""C"": ""2026-04-04 08:55:00-07:00"", ""D"": ""2026-04-05T08:55:00-07:00""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,2026-04-04T08:55:00-07:00,True,True,mc_019,multiple_choice_validation,2026-03-14T07:54:39.484845Z,
True,extract_005__rfc_2822,"Mon, 01 Aug 2022 15:55:00 +0530",0.0,,,,0.001065,True,rfc_2822,1.0,,"Mon, 01 Aug 2022 15:55:00 +0530",245,4128,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Mon, 01 Aug 2022 15:55:00 +0530",non_reasoning,0,,,True,True,extract_005,extraction_from_passage,2026-03-14T07:54:40.581973Z,
,temporal_arith_015__iso_8601,2030-10-23T05:50:00-04:00,0.0,,,,0.000792,True,iso_8601,1.0,,2030-10-23T05:50:00-04:00,164,4633,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2030-10-23T05:50:00-04:00,non_reasoning,0,,,True,True,temporal_arith_015,temporal_arithmetic,2026-03-14T07:54:41.532980Z,
True,extract_004__natural_language,"Wednesday, March 1, 2023 at 8:45 PM IST",0.0,,,,0.00105,True,natural_language,1.0,,"Wednesday, March 1, 2023 at 8:45 PM IST",240,4855,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Wednesday, March 1, 2023 at 8:45 PM IST",non_reasoning,0,,,True,True,extract_004,extraction_from_passage,2026-03-14T07:54:02.191278Z,
,edge_007__iso_8601,2025-03-09T03:30:00-04:00,0.0,,,,0.000783,True,iso_8601,1.0,,2025-03-09T03:30:00-04:00,161,5056,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-03-09T03:30:00-04:00,non_reasoning,0,,,True,True,edge_007,edge_cases,2026-03-14T07:54:44.783451Z,
True,temporal_arith_011__natural_language,"Monday, October 31, 2022 at 11:40 AM AEDT",0.0,,,,0.000843,True,natural_language,1.0,,"Monday, October 31, 2022 at 11:40 AM AEDT",161,4955,anthropic/claude-sonnet-4.6,med_non_reasoning,{},24,strict,anthropic/claude-4.6-sonnet-20260217,"Monday, October 31, 2022 at 11:40 AM AEDT",non_reasoning,0,,,True,True,temporal_arith_011,temporal_arithmetic,2026-03-14T07:54:45.508660Z,
True,temporal_arith_004__natural_language,"Sunday, October 26, 2025 at 3:30 AM GMT",0.0,,,,0.000798,True,natural_language,1.0,,"Sunday, October 26, 2025 at 3:30 AM GMT",161,5455,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Sunday, October 26, 2025 at 3:30 AM GMT",non_reasoning,0,,,True,True,temporal_arith_004,temporal_arithmetic,2026-03-14T07:54:47.105483Z,
,direct_gen_008__iso_8601,2026-07-15T09:50:00+09:00,0.0,,,,0.000756,True,iso_8601,1.0,,2026-07-15T09:50:00+09:00,152,4833,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-07-15T09:50:00+09:00,non_reasoning,0,,,True,True,direct_gen_008,direct_generation,2026-03-14T07:54:47.434339Z,
,edge_005__iso_8601,2026-01-01T04:00:00+00:00,0.0,,,,0.000777,True,iso_8601,1.0,,2026-01-01T04:00:00+00:00,159,5487,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-01-01T04:00:00+00:00,non_reasoning,0,,,True,True,edge_005,edge_cases,2026-03-14T07:54:48.890714Z,
True,direct_gen_004__rfc_2822,"Mon, 02 Mar 2020 11:15:00 -0800",0.0,,,,0.000801,True,rfc_2822,1.0,,"Mon, 02 Mar 2020 11:15:00 -0800",157,5227,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Mon, 02 Mar 2020 11:15:00 -0800",non_reasoning,0,,,True,True,direct_gen_004,direct_generation,2026-03-14T07:54:50.011566Z,
,format_conv_004__iso_8601,2026-02-10T13:10:00+00:00,0.0,,,,0.000756,True,iso_8601,1.0,,2026-02-10T13:10:00+00:00,152,5225,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-02-10T13:10:00+00:00,non_reasoning,0,,,True,True,format_conv_004,format_conversion,2026-03-14T07:54:50.734988Z,
True,direct_gen_012__rfc_2822,"Sun, 30 Aug 2020 12:40:00 +0530",0.0,,,,0.000801,True,rfc_2822,1.0,,"Sun, 30 Aug 2020 12:40:00 +0530",157,4440,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Sun, 30 Aug 2020 12:40:00 +0530",non_reasoning,0,,,True,True,direct_gen_012,direct_generation,2026-03-14T07:54:51.546381Z,
True,format_conv_011__natural_language,"Thursday, January 23, 2025 at 8:55 PM IST",0.0,,,,0.000798,True,natural_language,1.0,,"Thursday, January 23, 2025 at 8:55 PM IST",156,5380,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Thursday, January 23, 2025 at 8:55 PM IST",non_reasoning,0,,,True,True,format_conv_011,format_conversion,2026-03-14T07:54:52.815956Z,
True,temporal_arith_001__natural_language,"Sunday, March 9, 2025 at 4:00 AM EDT",0.0,,,,0.000804,True,natural_language,1.0,,"Sunday, March 9, 2025 at 4:00 AM EDT",163,4578,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Sunday, March 9, 2025 at 4:00 AM EDT",non_reasoning,0,,,True,True,temporal_arith_001,temporal_arithmetic,2026-03-14T07:54:53.469915Z,
,mc_015__iso_8601,B,,,,,0.000831,True,iso_8601,1.0,B,2025-05-11T18:05:00-04:00,257,4525,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2025-05-11T18:05:00+04:00"", ""B"": ""2025-05-11T18:05:00-04:00"", ""C"": ""2025-05-12T18:05:00-04:00"", ""D"": ""2025-05-11 18:05:00-04:00""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,B,non_reasoning,0,B,2025-05-11T18:05:00-04:00,True,True,mc_015,multiple_choice_validation,2026-03-14T07:54:54.538092Z,
True,edge_009__natural_language,"Sunday, March 30, 2025 at 4:30 AM BST",3600.0,,,arithmetic_error,0.000804,True,natural_language,0.972972972972973,,"Sunday, March 30, 2025 at 3:30 AM BST",158,5021,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Sunday, March 30, 2025 at 4:30 AM BST",non_reasoning,0,,,False,True,edge_009,edge_cases,2026-03-14T07:54:55.757544Z,
True,edge_007__rfc_2822,"Sun, 09 Mar 2025 05:30:00 -0400",7200.0,,,arithmetic_error,0.000822,True,rfc_2822,0.967741935483871,,"Sun, 09 Mar 2025 03:30:00 -0400",164,5167,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Sun, 09 Mar 2025 05:30:00 -0400",non_reasoning,0,,,False,True,edge_007,edge_cases,2026-03-14T07:54:56.714485Z,
True,direct_gen_019__rfc_2822,"Sun, 20 Aug 2023 09:20:00 +0100",0.0,,,,0.000795,True,rfc_2822,1.0,,"Sun, 20 Aug 2023 09:20:00 +0100",155,4916,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Sun, 20 Aug 2023 09:20:00 +0100",non_reasoning,0,,,True,True,direct_gen_019,direct_generation,2026-03-14T07:54:57.733341Z,
,mc_017__rfc_2822,A,,,,,0.00087,True,rfc_2822,1.0,A,"Fri, 24 Dec 2027 14:50:00 +0000",270,5088,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Fri, 24 Dec 2027 14:50:00 +0000"", ""B"": ""Fri, 24 12 2027 14:50:00 +0000"", ""C"": ""Sat, 24 Dec 2027 14:50:00 +0000"", ""D"": ""Sat, 25 Dec 2027 14:50:00 +0000""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,"Fri, 24 Dec 2027 14:50:00 +0000",True,True,mc_017,multiple_choice_validation,2026-03-14T07:54:58.561424Z,
,extract_011__iso_8601,2022-02-27T20:30:00+00:00,0.0,,,,0.001029,True,iso_8601,1.0,,2022-02-27T20:30:00+00:00,243,5606,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2022-02-27T20:30:00+00:00,non_reasoning,0,,,True,True,extract_011,extraction_from_passage,2026-03-14T07:55:00.145186Z,
False,multi_hop_019__natural_language,"Wednesday, May 21, 2025 at 4:30 AM PDT",518400.0,,,day_of_week_error,0.000915,True,natural_language,0.8108108108108107,,"Thursday, May 15, 2025 at 4:30 AM PDT",195,5080,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Wednesday, May 21, 2025 at 4:30 AM PDT",non_reasoning,0,,,False,True,multi_hop_019,multi_hop_reasoning,2026-03-14T07:55:00.838854Z,
,extract_018__iso_8601,2024-01-19T10:40:00+00:00,0.0,,,,0.001023,True,iso_8601,1.0,,2024-01-19T10:40:00+00:00,241,5532,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2024-01-19T10:40:00+00:00,non_reasoning,0,,,True,True,extract_018,extraction_from_passage,2026-03-14T07:55:02.247816Z,
,mc_014__iso_8601,D,,,,,0.000825,True,iso_8601,1.0,D,2020-03-12T08:55:00+09:00,255,4998,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2020-03-12 08:55:00+09:00"", ""B"": ""2020-03-13T08:55:00+09:00"", ""C"": ""2020-03-12T08:55:00-09:00"", ""D"": ""2020-03-12T08:55:00+09:00""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,D,non_reasoning,0,D,2020-03-12T08:55:00+09:00,True,True,mc_014,multiple_choice_validation,2026-03-14T07:55:03.560217Z,
True,temporal_arith_002__natural_language,"Sunday, November 2, 2025 at 3:30 AM EST",0.0,,,,0.000804,True,natural_language,1.0,,"Sunday, November 2, 2025 at 3:30 AM EST",163,4455,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Sunday, November 2, 2025 at 3:30 AM EST",non_reasoning,0,,,True,True,temporal_arith_002,temporal_arithmetic,2026-03-14T07:55:04.601077Z,
True,temporal_arith_014__natural_language,"Monday, December 28, 2020 at 1:05 AM EST",0.0,,,,0.000804,True,natural_language,1.0,,"Monday, December 28, 2020 at 1:05 AM EST",163,4867,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Monday, December 28, 2020 at 1:05 AM EST",non_reasoning,0,,,True,True,temporal_arith_014,temporal_arithmetic,2026-03-14T07:55:05.706945Z,
,temporal_arith_004__iso_8601,2025-10-26T03:30:00+00:00,0.0,,,,0.004641,False,iso_8601,1.0,,2025-10-26T03:30:00+00:00,162,8474,anthropic/claude-sonnet-4.6,med_non_reasoning,{},277,strict,anthropic/claude-4.6-sonnet-20260217,"2026-10-26T03:30:00+00:00

Wait, let me recalculate.

October 26, 2025 at 12:30 AM in Europe/London. The UK clocks go back on the last Sunday of October. In 2025, that's October 26 at 1:00 AM, clocks go back to 12:00 AM (so 1:00 AM BST becomes 1:00 AM GMT, but actually clocks go back at 2:00 AM BST to 1:00 AM GMT).

In 2025, clocks go back on October 26 at 2:00 AM BST (UTC+1) → 1:00 AM GMT (UTC+0).

At 12:30 AM on October 26, 2025, the UK is still on BST (UTC+1).

Adding 3 hours: 12:30 AM + 3 hours = 3:30 AM. By 3:30 AM, the clocks have already gone back, so it's now GMT (UTC+0).

2025-10-26T03:30:00+00:00",non_reasoning,0,,,True,True,temporal_arith_004,temporal_arithmetic,2026-03-14T07:55:06.208877Z,
,extract_001__iso_8601,2026-06-30T19:00:00-04:00,0.0,,,,0.00102,True,iso_8601,1.0,,2026-06-30T19:00:00-04:00,240,4414,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-06-30T19:00:00-04:00,non_reasoning,0,,,True,True,extract_001,extraction_from_passage,2026-03-14T07:55:06.662309Z,
,temporal_arith_011__iso_8601,2022-10-31T11:40:00+11:00,0.0,,,,0.000786,True,iso_8601,1.0,,2022-10-31T11:40:00+11:00,162,4121,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2022-10-31T11:40:00+11:00,non_reasoning,0,,,True,True,temporal_arith_011,temporal_arithmetic,2026-03-14T07:55:07.681926Z,
,mc_020__iso_8601,D,,,,,0.000825,True,iso_8601,1.0,D,2024-05-15T08:15:00+10:00,255,3659,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2024-05-16T08:15:00+10:00"", ""B"": ""2024-05-15T08:15:00-10:00"", ""C"": ""2024-05-15 08:15:00+10:00"", ""D"": ""2024-05-15T08:15:00+10:00""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,D,non_reasoning,0,D,2024-05-15T08:15:00+10:00,True,True,mc_020,multiple_choice_validation,2026-03-14T07:55:09.366860Z,
True,temporal_arith_012__rfc_2822,"Wed, 08 Sep 2027 18:00:00 +1000",0.0,,,,0.002085,False,rfc_2822,1.0,,"Wed, 08 Sep 2027 18:00:00 +1000",165,5257,anthropic/claude-sonnet-4.6,med_non_reasoning,{},106,strict,anthropic/claude-4.6-sonnet-20260217,"September 6, 2027 at 6:00 AM in Australia/Sydney.

60 hours later = September 8, 2027 at 6:00 PM (18:00) Australia/Sydney.

Australia/Sydney in September 2027 is AEST (UTC+10), as daylight saving hasn't started yet (it starts in October).

Wed, 08 Sep 2027 18:00:00 +1000",non_reasoning,0,,,True,True,temporal_arith_012,temporal_arithmetic,2026-03-14T07:55:09.858825Z,
,multi_hop_020__iso_8601,2025-09-29T08:15:00+09:00,0.0,,,,0.000876,True,iso_8601,1.0,,2025-09-29T08:15:00+09:00,192,4352,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-09-29T08:15:00+09:00,non_reasoning,0,,,True,True,multi_hop_020,multi_hop_reasoning,2026-03-14T07:55:10.562243Z,
,temporal_arith_017__iso_8601,2024-03-28T01:20:00-04:00,0.0,,,,0.000792,True,iso_8601,1.0,,2024-03-28T01:20:00-04:00,164,4894,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2024-03-28T01:20:00-04:00,non_reasoning,0,,,True,True,temporal_arith_017,temporal_arithmetic,2026-03-14T07:55:11.557884Z,
True,multi_hop_002__rfc_2822,"Fri, 13 Dec 2030 09:00:00 +0000",0.0,,,,0.001803,False,rfc_2822,1.0,,"Fri, 13 Dec 2030 09:00:00 +0000",191,5401,anthropic/claude-sonnet-4.6,med_non_reasoning,{},82,strict,anthropic/claude-4.6-sonnet-20260217,"Expiry: November 12 + 45 days = December 27, 2030 at 09:00 UTC
Reminder: December 27 - 14 days = December 13, 2030 at 09:00 UTC

Fri, 13 Dec 2030 09:00:00 +0000",non_reasoning,0,,,True,True,multi_hop_002,multi_hop_reasoning,2026-03-14T07:55:13.083519Z,
False,extract_019__rfc_2822,"Mon, 09 Jun 2020 19:10:00 +1000",0.0,,,,0.001056,True,rfc_2822,0.9032258064516129,,"Tue, 09 Jun 2020 19:10:00 +1000",242,4457,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Mon, 09 Jun 2020 19:10:00 +1000",non_reasoning,0,,,True,True,extract_019,extraction_from_passage,2026-03-14T07:55:14.704469Z,
True,direct_gen_004__natural_language,"Monday, March 2, 2020 at 11:15 AM PST",0.0,,,,0.000789,True,natural_language,1.0,,"Monday, March 2, 2020 at 11:15 AM PST",153,4682,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Monday, March 2, 2020 at 11:15 AM PST",non_reasoning,0,,,True,True,direct_gen_004,direct_generation,2026-03-14T07:55:15.421957Z,
,mc_013__iso_8601,A,,,,,0.000825,True,iso_8601,1.0,A,2024-08-07T10:00:00+09:00,255,5052,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2024-08-07T10:00:00+09:00"", ""B"": ""2024-08-07T10:00:00-09:00"", ""C"": ""2024-08-08T10:00:00+09:00"", ""D"": ""2024-08-07 10:00:00+09:00""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,2024-08-07T10:00:00+09:00,True,True,mc_013,multiple_choice_validation,2026-03-14T07:55:16.495330Z,
,mc_001__iso_8601,C,,,,,0.000831,True,iso_8601,1.0,C,2021-11-13T17:20:00-05:00,257,5103,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2021-11-13 17:20:00-05:00"", ""B"": ""2021-11-13T17:20:00+05:00"", ""C"": ""2021-11-13T17:20:00-05:00"", ""D"": ""2021-11-14T17:20:00-05:00""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,C,non_reasoning,0,C,2021-11-13T17:20:00-05:00,True,True,mc_001,multiple_choice_validation,2026-03-14T07:55:17.540905Z,
,extract_009__iso_8601,2024-09-02T08:40:00+01:00,0.0,,,,0.001023,True,iso_8601,1.0,,2024-09-02T08:40:00+01:00,241,4709,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2024-09-02T08:40:00+01:00,non_reasoning,0,,,True,True,extract_009,extraction_from_passage,2026-03-14T07:55:18.672609Z,
,mc_014__natural_language,A,,,,,0.000843,True,natural_language,1.0,A,"Thursday, March 12, 2020 at 8:55 AM JST",261,4676,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Thursday, March 12, 2020 at 8:55 AM JST"", ""B"": ""Friday, March 12, 2020 at 8:55 AM JST"", ""C"": ""Thursday, March 12, 2020 at 8:55 PM JST"", ""D"": ""Friday, March 13, 2020 at 8:55 AM JST""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,"Thursday, March 12, 2020 at 8:55 AM JST",True,True,mc_014,multiple_choice_validation,2026-03-14T07:55:19.381435Z,
False,edge_004__natural_language,"Saturday, September 5, 2026 at 6:00 PM UTC",86400.0,,,day_of_week_error,0.000789,True,natural_language,0.85,,"Friday, September 4, 2026 at 6:00 PM UTC",158,5174,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Saturday, September 5, 2026 at 6:00 PM UTC",non_reasoning,0,,,False,True,edge_004,edge_cases,2026-03-14T07:55:20.596952Z,
True,direct_gen_006__rfc_2822,"Mon, 17 Jun 2030 16:30:00 +0900",0.0,,,,0.000795,True,rfc_2822,1.0,,"Mon, 17 Jun 2030 16:30:00 +0900",155,4968,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Mon, 17 Jun 2030 16:30:00 +0900",non_reasoning,0,,,True,True,direct_gen_006,direct_generation,2026-03-14T07:55:21.463928Z,
True,format_conv_003__rfc_2822,"Wed, 12 Apr 2023 06:10:00 +0900",0.0,,,,0.000798,True,rfc_2822,1.0,,"Wed, 12 Apr 2023 06:10:00 +0900",156,5105,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Wed, 12 Apr 2023 06:10:00 +0900",non_reasoning,0,,,True,True,format_conv_003,format_conversion,2026-03-14T07:55:22.647126Z,
True,format_conv_015__rfc_2822,"Tue, 22 Oct 2024 09:45:00 +0100",0.0,,,,0.000816,True,rfc_2822,1.0,,"Tue, 22 Oct 2024 09:45:00 +0100",157,4681,anthropic/claude-sonnet-4.6,med_non_reasoning,{},23,strict,anthropic/claude-4.6-sonnet-20260217,"Tue, 22 Oct 2024 09:45:00 +0100",non_reasoning,0,,,True,True,format_conv_015,format_conversion,2026-03-14T07:55:23.354631Z,
,mc_013__natural_language,A,,,wrong_choice,unknown,0.000843,True,natural_language,0.0,D,"Wednesday, August 7, 2024 at 10:00 AM JST",261,4769,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Thursday, August 7, 2024 at 10:00 AM JST"", ""B"": ""Thursday, August 8, 2024 at 10:00 AM JST"", ""C"": ""Wednesday, August 7, 2024 at 10:00 PM JST"", ""D"": ""Wednesday, August 7, 2024 at 10:00 AM JST""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,"Thursday, August 7, 2024 at 10:00 AM JST",False,True,mc_013,multiple_choice_validation,2026-03-14T07:55:25.367450Z,
